"cluster","celltype_full","score","score_rank","db","species","organ","celltype","n_genes"
"12","FAN_EMBRYONIC_CTX_BIG_GROUPS_INHIBITORY | Human | MSigDB",0.672863559,11,"MSigDB","Human","","FAN_EMBRYONIC_CTX_BIG_GROUPS_INHIBITORY",9
"12","Pyramidal cell | Human | CellMarker",0.6653998185,12,"CellMarker","Human","","Pyramidal cell",8
"12","Epithelial cell | Airway epithelium | Human | CellMarker",0.6593933183,13,"CellMarker","Human","Airway epithelium","Epithelial cell",5
"12","Epithelial cell | Lung | Human | CellMarker",0.6593933183,14,"CellMarker","Human","Lung","Epithelial cell",5
"12","Epithelial cell | Skin | Human | CellMarker",0.6593933183,15,"CellMarker","Human","Skin","Epithelial cell",5
"12","DURANTE_ADULT_OLFACTORY_NEUROEPITHELIUM_UNSPECIFIED | Human | MSigDB",0.6548980569,16,"MSigDB","Human","","DURANTE_ADULT_OLFACTORY_NEUROEPITHELIUM_UNSPECIFIED",21
"12","ZHONG_PFC_MAJOR_TYPES_INTERNEURON | Human | MSigDB",0.6459332057,17,"MSigDB","Human","","ZHONG_PFC_MAJOR_TYPES_INTERNEURON",14
"12","ZHONG_PFC_C3_HOPX_POS_OPC | Human | MSigDB",0.6390236657,18,"MSigDB","Human","","ZHONG_PFC_C3_HOPX_POS_OPC",8
"12","Enterocyte | Intestinal crypt | Mouse | CellMarker",0.6343338385,19,"CellMarker","Mouse","Intestinal crypt","Enterocyte",6
"12","MENON_FETAL_KIDNEY_1_EMBRYONIC_RED_BLOOD_CELLS | Human | MSigDB",0.6332784863,20,"MSigDB","Human","","MENON_FETAL_KIDNEY_1_EMBRYONIC_RED_BLOOD_CELLS",68
"12","Erythrocytes_NOVERSHTERN_2 | Human | xCell",0.631328835,21,"xCell","Human","","Erythrocytes_NOVERSHTERN_2",27
"12","Epiblast cells | Embryo | Human | PanglaoDB",0.627437455,22,"PanglaoDB","Human","Embryo","Epiblast cells",10
"12","Epiblast cells | Embryo | Mouse | PanglaoDB",0.627437455,23,"PanglaoDB","Mouse","Embryo","Epiblast cells",10
"12","ZHONG_PFC_C6_DLX5_GAD1_GAD2_POS_INTERNEURON | Human | MSigDB",0.6262515545,24,"MSigDB","Human","","ZHONG_PFC_C6_DLX5_GAD1_GAD2_POS_INTERNEURON",9
"12","Neuron | Brain | Mouse | CellMarker",0.6241488623,25,"CellMarker","Mouse","Brain","Neuron",46
"12","Th1_Harvard | SaVanT",0.6235653384,26,"SaVanT","","","Th1_Harvard",36
"12","FAN_EMBRYONIC_CTX_MICROGLIA_1 | Human | MSigDB",0.6230498261,27,"MSigDB","Human","","FAN_EMBRYONIC_CTX_MICROGLIA_1",106
"12","Coronary artery endothelial cell | Human | TISSUES",0.6172772277,28,"TISSUES","Human","","Coronary artery endothelial cell",6
"12","MEP_NOVERSHTERN_2 | Human | xCell",0.6152814698,29,"xCell","Human","","MEP_NOVERSHTERN_2",7
"12","GAO_LARGE_INTESTINE_ADULT_CH_MKI67HIGH_CELLS | Human | MSigDB",0.6118149235,30,"MSigDB","Human","","GAO_LARGE_INTESTINE_ADULT_CH_MKI67HIGH_CELLS",70
"12","CLP_BLUEPRINT_1 | Human | xCell",0.6113299789,31,"xCell","Human","","CLP_BLUEPRINT_1",6
"12","IMGN_T_ISP_Th | Mouse | SaVanT",0.6090022495,32,"SaVanT","Mouse","","IMGN_T_ISP_Th",45
"12","B-cells_FANTOM_2 | Human | xCell",0.6051648056,33,"xCell","Human","","B-cells_FANTOM_2",7
"12","Progenitor cell | Mammary gland | Mouse | CellMarker",0.6001410767,34,"CellMarker","Mouse","Mammary gland","Progenitor cell",7
"12","IMGN_proB_FrBC_FL | Mouse | SaVanT",0.6000496765,35,"SaVanT","Mouse","","IMGN_proB_FrBC_FL",42
"12","Early enterocyte precursor cell | Intestinal crypt | Mouse | CellMarker",0.5966275671,36,"CellMarker","Mouse","Intestinal crypt","Early enterocyte precursor cell",11
"12","ZHONG_PFC_C3_PROX1_CCK_POS_INTERNEURON | Human | MSigDB",0.593960396,37,"MSigDB","Human","","ZHONG_PFC_C3_PROX1_CCK_POS_INTERNEURON",6
"12","Decidual cells | Reproductive | Human | PanglaoDB",0.5938181058,38,"PanglaoDB","Human","Reproductive","Decidual cells",5
"12","Decidual cells | Reproductive | Mouse | PanglaoDB",0.5938181058,39,"PanglaoDB","Mouse","Reproductive","Decidual cells",5
"12","CD4+ naive T-cells_NOVERSHTERN_2 | Human | xCell",0.5930986683,40,"xCell","Human","","CD4+ naive T-cells_NOVERSHTERN_2",7
"12","ZHONG_PFC_MAJOR_TYPES_NPCS | Human | MSigDB",0.5909705659,41,"MSigDB","Human","","ZHONG_PFC_MAJOR_TYPES_NPCS",104
"12","Fibroblast | Lung | Mouse | CellMarker",0.5902424897,42,"CellMarker","Mouse","Lung","Fibroblast",82
"12","8-cell stage cell (Blastomere) | Embryo | Mouse | CellMarker",0.5882265571,43,"CellMarker","Mouse","Embryo","8-cell stage cell (Blastomere)",8
"12","Interneuron | Embryonic prefrontal cortex | Human | CellMarker",0.5872677208,44,"CellMarker","Human","Embryonic prefrontal cortex","Interneuron",25
"12","Th2_Harvard | SaVanT",0.5859125692,45,"SaVanT","","","Th2_Harvard",39
"12","HU_FETAL_RETINA_HORIZONTAL | Human | MSigDB",0.5854583963,46,"MSigDB","Human","","HU_FETAL_RETINA_HORIZONTAL",24
"12","Neural progenitor cell | Embryonic prefrontal cortex | Human | CellMarker",0.5831037079,47,"CellMarker","Human","Embryonic prefrontal cortex","Neural progenitor cell",124
"12","Cancer cell (Breast Cancer (circulating)) | Blood | Human | CellMarker",0.5819201953,48,"CellMarker","Human","Blood","Cancer cell (Breast Cancer (circulating))",7
"12","Fibroblastoma cell | Human | TISSUES",0.5817073317,49,"TISSUES","Human","","Fibroblastoma cell",8
"12","Fibrosarcoma cell | Human | TISSUES",0.5817073317,50,"TISSUES","Human","","Fibrosarcoma cell",8
"12","Cycling basal cell | Trachea | Mouse | CellMarker",0.5813591847,51,"CellMarker","Mouse","Trachea","Cycling basal cell",159
"12","ZHONG_PFC_C5_BCL11B_CALB2_POS_INP | Human | MSigDB",0.5809313367,52,"MSigDB","Human","","ZHONG_PFC_C5_BCL11B_CALB2_POS_INP",15
"12","ZHONG_PFC_C7_SST_LHX6_POS_PUTATIVE_MIGRATING_INTERNEURON | Human | MSigDB",0.5802339808,53,"MSigDB","Human","","ZHONG_PFC_C7_SST_LHX6_POS_PUTATIVE_MIGRATING_INTERNEURON",9
"12","Gamma_Delta_T-cell | SaVanT",0.5786985142,54,"SaVanT","","","Gamma_Delta_T-cell",40
"12","Ciliated cells | Lungs | Human | PanglaoDB",0.5740143399,55,"PanglaoDB","Human","Lungs","Ciliated cells",9
"12","Ciliated cells | Lungs | Mouse | PanglaoDB",0.5740143399,56,"PanglaoDB","Mouse","Lungs","Ciliated cells",9
"12","cDC_HPCA_2 | Human | xCell",0.5704611083,57,"xCell","Human","","cDC_HPCA_2",5
"12","Transit amplifying (TA) cell | Intestinal crypt | Mouse | CellMarker",0.5683217645,58,"CellMarker","Mouse","Intestinal crypt","Transit amplifying (TA) cell",102
"12","HBA_Wholebrain | Human | SaVanT",0.5680468186,59,"SaVanT","Human","","HBA_Wholebrain",50
"12","Mesenchymal progenitor cell | Lung | Mouse | CellMarker",0.5679246023,60,"CellMarker","Mouse","Lung","Mesenchymal progenitor cell",9
"12","Cancer stem cell (Lung Cancer) | Lung | Human | CellMarker",0.5657962888,61,"CellMarker","Human","Lung","Cancer stem cell (Lung Cancer)",7
"12","IMGN_T_DPbl_Th | Mouse | SaVanT",0.564019404,62,"SaVanT","Mouse","","IMGN_T_DPbl_Th",46
"12","DURANTE_ADULT_OLFACTORY_NEUROEPITHELIUM_GLOBOSE_BASAL_CELLS | Human | MSigDB",0.5638468125,63,"MSigDB","Human","","DURANTE_ADULT_OLFACTORY_NEUROEPITHELIUM_GLOBOSE_BASAL_CELLS",21
"12","IMGN_preT_DN3-4_Th | Mouse | SaVanT",0.5633389501,64,"SaVanT","Mouse","","IMGN_preT_DN3-4_Th",45
"12","MANNO_MIDBRAIN_NEUROTYPES_BASAL | Human | MSigDB",0.5614633328,65,"MSigDB","Human","","MANNO_MIDBRAIN_NEUROTYPES_BASAL",61
"12","ZHONG_PFC_C2_UNKNOWN_NPC | Human | MSigDB",0.5612222118,66,"MSigDB","Human","","ZHONG_PFC_C2_UNKNOWN_NPC",52
"12","ZHONG_PFC_C1_OPC | Human | MSigDB",0.5604644999,67,"MSigDB","Human","","ZHONG_PFC_C1_OPC",171
"12","IMGN_T_8Eff_Sp_OT1_48hr_LisOva | Mouse | SaVanT",0.5600946395,68,"SaVanT","Mouse","","IMGN_T_8Eff_Sp_OT1_48hr_LisOva",40
"12","Erythrocytes_NOVERSHTERN_1 | Human | xCell",0.5573608973,69,"xCell","Human","","Erythrocytes_NOVERSHTERN_1",48
"12","Progenitor cell | Breast | Human | CellMarker",0.5556905337,70,"CellMarker","Human","Breast","Progenitor cell",5
"12","IMGN_Tgd_vg3+24ahi_e17_Th | Mouse | SaVanT",0.5555920369,71,"SaVanT","Mouse","","IMGN_Tgd_vg3+24ahi_e17_Th",42
"12","FAN_EMBRYONIC_CTX_NSC_2 | Human | MSigDB",0.5548847334,72,"MSigDB","Human","","FAN_EMBRYONIC_CTX_NSC_2",171
"12","Erythrocytes_NOVERSHTERN_3 | Human | xCell",0.5531724018,73,"xCell","Human","","Erythrocytes_NOVERSHTERN_3",64
"12","Skeletal muscle_ENCODE_2 | Human | xCell",0.5515215641,74,"xCell","Human","","Skeletal muscle_ENCODE_2",5
"12","HBA_Amygdala | Human | SaVanT",0.5514553124,75,"SaVanT","Human","","HBA_Amygdala",50
"12","HBA_TemporalLobe | Human | SaVanT",0.5498044014,76,"SaVanT","Human","","HBA_TemporalLobe",50
"12","Tregs_BLUEPRINT_2 | Human | xCell",0.5495598962,77,"xCell","Human","","Tregs_BLUEPRINT_2",6
"12","Tregs_FANTOM_1 | Human | xCell",0.5495598962,78,"xCell","Human","","Tregs_FANTOM_1",6
"12","IMGN_T_8Eff_Sp_OT1_d5_VSVOva | Mouse | SaVanT",0.5492798997,79,"SaVanT","Mouse","","IMGN_T_8Eff_Sp_OT1_d5_VSVOva",37
"12","iDC_HPCA_2 | Human | xCell",0.547453023,80,"xCell","Human","","iDC_HPCA_2",6
"12","IMGN_proB_FrA_FL | Mouse | SaVanT",0.546021366,81,"SaVanT","Mouse","","IMGN_proB_FrA_FL",43
"12","Coronary artery | Human | TISSUES",0.5447385715,82,"TISSUES","Human","","Coronary artery",24
"12","Megakaryocytes_BLUEPRINT_2 | Human | xCell",0.5446609016,83,"xCell","Human","","Megakaryocytes_BLUEPRINT_2",5
"12","Neuron | Mouse | CellMarker",0.543444288,84,"CellMarker","Mouse","","Neuron",9
"12","Retinal progenitor cells | Eye | Human | PanglaoDB",0.5424880089,85,"PanglaoDB","Human","Eye","Retinal progenitor cells",8
"12","Retinal progenitor cells | Eye | Mouse | PanglaoDB",0.5424880089,86,"PanglaoDB","Mouse","Eye","Retinal progenitor cells",8
"12","IMGN_preT_DN2B_Th | Mouse | SaVanT",0.5423625084,87,"SaVanT","Mouse","","IMGN_preT_DN2B_Th",43
"12","HBA_Fetalbrain | Human | SaVanT",0.539916702,88,"SaVanT","Human","","HBA_Fetalbrain",48
"12","cerebral_cortex_prefrontal | SaVanT",0.5394215218,89,"SaVanT","","","cerebral_cortex_prefrontal",50
"12","Cancer stem cell (Liver Cancer) | Human | CellMarker",0.5360462439,90,"CellMarker","Human","","Cancer stem cell (Liver Cancer)",9
"12","Brain cortex cell line | Human | TISSUES",0.5359258044,91,"TISSUES","Human","","Brain cortex cell line",164
"12","IMGN_SC_MDP_BM | Mouse | SaVanT",0.535290312,92,"SaVanT","Mouse","","IMGN_SC_MDP_BM",43
"12","Hepatocyte | Liver | Mouse | CellMarker",0.5336138614,93,"CellMarker","Mouse","Liver","Hepatocyte",8
"12","CUI_DEVELOPING_HEART_COMPACT_ATRIAL_CARDIOMYOCYTE | Human | MSigDB",0.5331786993,94,"MSigDB","Human","","CUI_DEVELOPING_HEART_COMPACT_ATRIAL_CARDIOMYOCYTE",11
"12","CLP_BLUEPRINT_3 | Human | xCell",0.5331329775,95,"xCell","Human","","CLP_BLUEPRINT_3",21
"12","Enteroendocrine cell | Small intestine | Mouse | CellMarker",0.5325463537,96,"CellMarker","Mouse","Small intestine","Enteroendocrine cell",27
"12","Intestinal stem cell | Small intestine | Human | CellMarker",0.5300258177,97,"CellMarker","Human","Small intestine","Intestinal stem cell",8
"12","Brain cell line | Human | TISSUES",0.5296487767,98,"TISSUES","Human","","Brain cell line",165
"12","HBA_CingulateCortex | Human | SaVanT",0.5291949897,99,"SaVanT","Human","","HBA_CingulateCortex",50
"12","Stem cell | Mammary gland | Mouse | CellMarker",0.5285866818,100,"CellMarker","Mouse","Mammary gland","Stem cell",7
"13","ly Endothelial cells_FANTOM_1 | Human | xCell",0.9723281026,1,"xCell","Human","","ly Endothelial cells_FANTOM_1",5
"13","ly Endothelial cells_HPCA_1 | Human | xCell",0.9496014654,2,"xCell","Human","","ly Endothelial cells_HPCA_1",7
"13","ly Endothelial cells_HPCA_3 | Human | xCell",0.9496014654,3,"xCell","Human","","ly Endothelial cells_HPCA_3",7
"13","Endothelial cells_BLUEPRINT_1 | Human | xCell",0.9495074501,4,"xCell","Human","","Endothelial cells_BLUEPRINT_1",5
"13","Endothelial cells_BLUEPRINT_2 | Human | xCell",0.9495074501,5,"xCell","Human","","Endothelial cells_BLUEPRINT_2",5
"13","ly Endothelial cells_HPCA_2 | Human | xCell",0.9495074501,6,"xCell","Human","","ly Endothelial cells_HPCA_2",5
"13","mv Endothelial cells_HPCA_1 | Human | xCell",0.9428510108,7,"xCell","Human","","mv Endothelial cells_HPCA_1",11
"13","Endocardial cell | Embryo | Mouse | CellMarker",0.9013415177,8,"CellMarker","Mouse","Embryo","Endocardial cell",6
"13","Endothelial cell | Heart | Mouse | CellMarker",0.9005987716,9,"CellMarker","Mouse","Heart","Endothelial cell",7
"13","Endothelial cell | Embryo | Mouse | CellMarker",0.9004185924,10,"CellMarker","Mouse","Embryo","Endothelial cell",10
"13","Endothelial cells_FANTOM_1 | Human | xCell",0.8987988942,11,"xCell","Human","","Endothelial cells_FANTOM_1",8
"13","Endothelial cell | Lung | Human | CellMarker",0.8850188948,12,"CellMarker","Human","Lung","Endothelial cell",7
"13","mv Endothelial cells_HPCA_2 | Human | xCell",0.8787062387,13,"xCell","Human","","mv Endothelial cells_HPCA_2",18
"13","Endothelial cells_FANTOM_2 | Human | xCell",0.8761251989,14,"xCell","Human","","Endothelial cells_FANTOM_2",9
"13","Endothelial cell | Brain | Human | CellMarker",0.8732525214,15,"CellMarker","Human","Brain","Endothelial cell",5
"13","mv Endothelial cells_HPCA_3 | Human | xCell",0.8647523524,16,"xCell","Human","","mv Endothelial cells_HPCA_3",13
"13","Long-term hematopoietic stem cell | Bone marrow | Mouse | CellMarker",0.8541115739,17,"CellMarker","Mouse","Bone marrow","Long-term hematopoietic stem cell",6
"13","Endothelial cell | Brain | Mouse | CellMarker",0.8495125839,18,"CellMarker","Mouse","Brain","Endothelial cell",72
"13","ly Endothelial cells_FANTOM_3 | Human | xCell",0.835415162,19,"xCell","Human","","ly Endothelial cells_FANTOM_3",9
"13","ly Endothelial cells_FANTOM_2 | Human | xCell",0.8165268055,20,"xCell","Human","","ly Endothelial cells_FANTOM_2",27
"13","Endothelial cell | Adipose tissue | Human | CellMarker",0.8124795265,21,"CellMarker","Human","Adipose tissue","Endothelial cell",7
"13","Endothelial cells_HPCA_1 | Human | xCell",0.8050597455,22,"xCell","Human","","Endothelial cells_HPCA_1",9
"13","Endothelial cells_ENCODE_3 | Human | xCell",0.7854086912,23,"xCell","Human","","Endothelial cells_ENCODE_3",21
"13","Hemangioblast | Germ | Human | CellMarker",0.773899698,24,"CellMarker","Human","Germ","Hemangioblast",7
"13","mv Endothelial cells_FANTOM_2 | Human | xCell",0.7706200395,25,"xCell","Human","","mv Endothelial cells_FANTOM_2",39
"13","CUI_DEVELOPING_HEART_CORONARY_VASCULAR_ENDOTHELIAL_CELL | Human | MSigDB",0.7652314526,26,"MSigDB","Human","","CUI_DEVELOPING_HEART_CORONARY_VASCULAR_ENDOTHELIAL_CELL",27
"13","Endothelial cell | Lacrimal gland | Mouse | CellMarker",0.7538973466,27,"CellMarker","Mouse","Lacrimal gland","Endothelial cell",18
"13","Endothelial cells_FANTOM_3 | Human | xCell",0.7512329877,28,"xCell","Human","","Endothelial cells_FANTOM_3",28
"13","Hepatocyte | Liver | Human | CellMarker",0.7501990564,29,"CellMarker","Human","Liver","Hepatocyte",5
"13","T helper cell | Liver | Human | CellMarker",0.7460496359,30,"CellMarker","Human","Liver","T helper cell",7
"13","DURANTE_ADULT_OLFACTORY_NEUROEPITHELIUM_PERICYTES | Human | MSigDB",0.7450831201,31,"MSigDB","Human","","DURANTE_ADULT_OLFACTORY_NEUROEPITHELIUM_PERICYTES",61
"13","FAN_EMBRYONIC_CTX_MICROGLIA_2 | Human | MSigDB",0.7439366335,32,"MSigDB","Human","","FAN_EMBRYONIC_CTX_MICROGLIA_2",7
"13","B cell (Leukemia) | Human | CellMarker",0.7414766014,33,"CellMarker","Human","","B cell (Leukemia)",9
"13","Arterial cell | Embryo | Mouse | CellMarker",0.7414579684,34,"CellMarker","Mouse","Embryo","Arterial cell",12
"13","Neutrophils_BLUEPRINT_1 | Human | xCell",0.7406877603,35,"xCell","Human","","Neutrophils_BLUEPRINT_1",5
"13","Embryonic stem cell | Germ | Human | CellMarker",0.733766573,36,"CellMarker","Human","Germ","Embryonic stem cell",8
"13","IMGN_BEC_SLN | Mouse | SaVanT",0.7318884387,37,"SaVanT","Mouse","","IMGN_BEC_SLN",48
"13","IMGN_BEC_MLN | Mouse | SaVanT",0.7311401346,38,"SaVanT","Mouse","","IMGN_BEC_MLN",47
"13","Stem cell | Submandibular gland | Mouse | CellMarker",0.7269298024,39,"CellMarker","Mouse","Submandibular gland","Stem cell",5
"13","B cell | Spleen | Mouse | CellMarker",0.7240516204,40,"CellMarker","Mouse","Spleen","B cell",13
"13","8-cell stage cell (Blastomere) | Embryo | Mouse | CellMarker",0.7239330627,41,"CellMarker","Mouse","Embryo","8-cell stage cell (Blastomere)",8
"13","Endothelial cell | Mouse | CellMarker",0.7230953749,42,"CellMarker","Mouse","","Endothelial cell",10
"13","HSC_NOVERSHTERN_1 | Human | xCell",0.7171560619,43,"xCell","Human","","HSC_NOVERSHTERN_1",5
"13","Adipose-derived stem cell | Adipose tissue | Mouse | CellMarker",0.715476896,44,"CellMarker","Mouse","Adipose tissue","Adipose-derived stem cell",7
"13","Basophil | Bone marrow | Mouse | CellMarker",0.7125863078,45,"CellMarker","Mouse","Bone marrow","Basophil",11
"13","Neutrophil | Peripheral blood | Human | CellMarker",0.7031576005,46,"CellMarker","Human","Peripheral blood","Neutrophil",5
"13","Endothelial cell | Liver | Mouse | CellMarker",0.7016975452,47,"CellMarker","Mouse","Liver","Endothelial cell",8
"13","Osteoblast | Mouse | TISSUES",0.7000902976,48,"TISSUES","Mouse","","Osteoblast",5
"13","Cancer stem cell (Gastric Cancer) | Human | CellMarker",0.6980209608,49,"CellMarker","Human","","Cancer stem cell (Gastric Cancer)",9
"13","Endothelial cell | Lung | Mouse | CellMarker",0.6931293387,50,"CellMarker","Mouse","Lung","Endothelial cell",127
"13","Endothelial progenitor cell | Bone marrow | Human | CellMarker",0.6898041297,51,"CellMarker","Human","Bone marrow","Endothelial progenitor cell",6
"13","Mesoderm cell | Embryo | Mouse | CellMarker",0.6869763142,52,"CellMarker","Mouse","Embryo","Mesoderm cell",6
"13","Rheaume et al.Nat Commun.18 | Retina | Mouse | CellMarker",0.6868223355,53,"CellMarker","Mouse","Retina","Rheaume et al.Nat Commun.18",6
"13","Stem cell | Adipose tissue | Mouse | CellMarker",0.6858599235,54,"CellMarker","Mouse","Adipose tissue","Stem cell",6
"13","IFNg_10ng_4d_NHEK_12 | SaVanT",0.6857415335,55,"SaVanT","","","IFNg_10ng_4d_NHEK_12",49
"13","Cancer stem cell (Gastric Cancer) | Stomach | Human | CellMarker",0.6855603802,56,"CellMarker","Human","Stomach","Cancer stem cell (Gastric Cancer)",5
"13","Mesenchymal stem cell | Umbilical cord | Human | CellMarker",0.6851611436,57,"CellMarker","Human","Umbilical cord","Mesenchymal stem cell",7
"13","IFNg_24h_NHEK_2 | SaVanT",0.6831503525,58,"SaVanT","","","IFNg_24h_NHEK_2",46
"13","Endothelial cell | Human | CellMarker",0.6824798874,59,"CellMarker","Human","","Endothelial cell",12
"13","Endothelial cell | Blood vessel | Mouse | CellMarker",0.6800926277,60,"CellMarker","Mouse","Blood vessel","Endothelial cell",19
"13","Tear | Human | TISSUES",0.6772429192,61,"TISSUES","Human","","Tear",6
"13","Endothelial cells | Vasculature | Mouse | PanglaoDB",0.6768610373,62,"PanglaoDB","Mouse","Vasculature","Endothelial cells",115
"13","Plasma cell | Lymphoid tissue | Mouse | CellMarker",0.675294875,63,"CellMarker","Mouse","Lymphoid tissue","Plasma cell",6
"13","Mesenchymal stem cell | Ligament | Human | CellMarker",0.674238993,64,"CellMarker","Human","Ligament","Mesenchymal stem cell",12
"13","Stem cell | Adipose tissue | Human | CellMarker",0.6722189883,65,"CellMarker","Human","Adipose tissue","Stem cell",7
"13","Endothelial cells | Vasculature | Human | PanglaoDB",0.6718646865,66,"PanglaoDB","Human","Vasculature","Endothelial cells",117
"13","Hematopoietic stem cell | Mouse | TISSUES",0.6694557856,67,"TISSUES","Mouse","","Hematopoietic stem cell",5
"13","HAY_BONE_MARROW_CD34_POS_EO_B_MAST | Human | MSigDB",0.6680808845,68,"MSigDB","Human","","HAY_BONE_MARROW_CD34_POS_EO_B_MAST",7
"13","M2 macrophage | Mouse | CellMarker",0.6680502375,69,"CellMarker","Mouse","","M2 macrophage",5
"13","mv Endothelial cells_FANTOM_1 | Human | xCell",0.6672146422,70,"xCell","Human","","mv Endothelial cells_FANTOM_1",65
"13","Endothelial cells_HPCA_2 | Human | xCell",0.6652913544,71,"xCell","Human","","Endothelial cells_HPCA_2",5
"13","NKT_NOVERSHTERN_3 | Human | xCell",0.664195795,72,"xCell","Human","","NKT_NOVERSHTERN_3",7
"13","CLP_BLUEPRINT_1 | Human | xCell",0.6606435644,73,"xCell","Human","","CLP_BLUEPRINT_1",6
"13","Megakaryocytes_BLUEPRINT_2 | Human | xCell",0.6561334964,74,"xCell","Human","","Megakaryocytes_BLUEPRINT_2",5
"13","Endothelial cells_ENCODE_1 | Human | xCell",0.6525478488,75,"xCell","Human","","Endothelial cells_ENCODE_1",42
"13","Hematopoietic stem cell | Germ | Human | CellMarker",0.6524270536,76,"CellMarker","Human","Germ","Hematopoietic stem cell",11
"13","Endothelial cells_ENCODE_2 | Human | xCell",0.6518474047,77,"xCell","Human","","Endothelial cells_ENCODE_2",34
"13","Eosinophil | Peripheral blood | Human | CellMarker",0.6498255993,78,"CellMarker","Human","Peripheral blood","Eosinophil",5
"13","Smooth muscle_HPCA_2 | Human | xCell",0.6495916876,79,"xCell","Human","","Smooth muscle_HPCA_2",9
"13","IGNg_TNF_24h_HaCaT_27 | SaVanT",0.6480445155,80,"SaVanT","","","IGNg_TNF_24h_HaCaT_27",35
"13","Cancer stem cell (Ovarian Cancer) | Human | CellMarker",0.647509429,81,"CellMarker","Human","","Cancer stem cell (Ovarian Cancer)",7
"13","CD8+ T-cells_FANTOM_2 | Human | xCell",0.647310588,82,"xCell","Human","","CD8+ T-cells_FANTOM_2",7
"13","FAN_EMBRYONIC_CTX_BIG_GROUPS_BRAIN_ENDOTHELIAL | Human | MSigDB",0.6468410142,83,"MSigDB","Human","","FAN_EMBRYONIC_CTX_BIG_GROUPS_BRAIN_ENDOTHELIAL",272
"13","Endothelial stem cell | Blood vessel | Human | CellMarker",0.6463327986,84,"CellMarker","Human","Blood vessel","Endothelial stem cell",11
"13","Cancer stem cell (Lung Cancer) | Mouse | CellMarker",0.6422353905,85,"CellMarker","Mouse","","Cancer stem cell (Lung Cancer)",6
"13","Myeloid dendritic cell | Blood | Human | CellMarker",0.6421752796,86,"CellMarker","Human","Blood","Myeloid dendritic cell",7
"13","Myeloid dendritic cell | Intestine | Human | CellMarker",0.6421752796,87,"CellMarker","Human","Intestine","Myeloid dendritic cell",7
"13","Myeloid dendritic cell | Lung | Human | CellMarker",0.6421752796,88,"CellMarker","Human","Lung","Myeloid dendritic cell",7
"13","Myeloid dendritic cell | Skin | Human | CellMarker",0.6421752796,89,"CellMarker","Human","Skin","Myeloid dendritic cell",7
"13","Myeloid dendritic cell | Stomach | Human | CellMarker",0.6421752796,90,"CellMarker","Human","Stomach","Myeloid dendritic cell",7
"13","Endothelial cell | Fetal kidney | Human | CellMarker",0.6367173475,91,"CellMarker","Human","Fetal kidney","Endothelial cell",5
"13","Vascular endothelial cell | Kidney | Mouse | CellMarker",0.6354556936,92,"CellMarker","Mouse","Kidney","Vascular endothelial cell",160
"13","IFNg_20ng_24h_NHEK_23 | SaVanT",0.6352354254,93,"SaVanT","","","IFNg_20ng_24h_NHEK_23",39
"13","Induced pluripotent stem cell | Human | CellMarker",0.6316185176,94,"CellMarker","Human","","Induced pluripotent stem cell",18
"13","Rheaume et al.Nat Commun.36 | Retina | Mouse | CellMarker",0.6311910442,95,"CellMarker","Mouse","Retina","Rheaume et al.Nat Commun.36",5
"13","Vasc_endothel_cell | SaVanT",0.6293720783,96,"SaVanT","","","Vasc_endothel_cell",44
"13","LAKE_ADULT_KIDNEY_C23_ENDOTHELIAL_CELLS_AVR | Human | MSigDB",0.625528383,97,"MSigDB","Human","","LAKE_ADULT_KIDNEY_C23_ENDOTHELIAL_CELLS_AVR",90
"13","Granulocyte | Peripheral blood | Human | CellMarker",0.6236526238,98,"CellMarker","Human","Peripheral blood","Granulocyte",7
"13","Mesenchymal stem cell | Synovium | Human | CellMarker",0.6193599302,99,"CellMarker","Human","Synovium","Mesenchymal stem cell",7
"13","AIZARANI_LIVER_C10_MVECS_1 | Human | MSigDB",0.6191692346,100,"MSigDB","Human","","AIZARANI_LIVER_C10_MVECS_1",192
"14","Conventional dendritic cell | Mouse | CellMarker",0.7746535357,1,"CellMarker","Mouse","","Conventional dendritic cell",7
"14","GABAergic neurons | Brain | Human | PanglaoDB",0.7472504111,2,"PanglaoDB","Human","Brain","GABAergic neurons",13
"14","GABAergic neurons | Brain | Mouse | PanglaoDB",0.7472504111,3,"PanglaoDB","Mouse","Brain","GABAergic neurons",13
"14","ZHONG_PFC_C6_DLX5_GAD1_GAD2_POS_INTERNEURON | Human | MSigDB",0.6945159804,4,"MSigDB","Human","","ZHONG_PFC_C6_DLX5_GAD1_GAD2_POS_INTERNEURON",9
"14","FAN_EMBRYONIC_CTX_BIG_GROUPS_INHIBITORY | Human | MSigDB",0.6612521672,5,"MSigDB","Human","","FAN_EMBRYONIC_CTX_BIG_GROUPS_INHIBITORY",9
"14","Hormone sensing progenitor | Mammary gland | Mouse | CellMarker",0.6486393108,6,"CellMarker","Mouse","Mammary gland","Hormone sensing progenitor",5
"14","ZHONG_PFC_C3_PROX1_CCK_POS_INTERNEURON | Human | MSigDB",0.6319716017,7,"MSigDB","Human","","ZHONG_PFC_C3_PROX1_CCK_POS_INTERNEURON",6
"14","MPP_ENCODE_1 | Human | xCell",0.6299417937,8,"xCell","Human","","MPP_ENCODE_1",6
"14","Progenitor cell | Liver | Mouse | CellMarker",0.6251670709,9,"CellMarker","Mouse","Liver","Progenitor cell",5
