"cluster","celltype_full","score","score_rank","db","species","organ","celltype","n_genes"
"10","Thymocyte | Thymus | Mouse | CellMarker",0.7532719995,22,"CellMarker","Mouse","Thymus","Thymocyte",8
"10","Monocyte | Blood | Human | CellMarker",0.7356105797,23,"CellMarker","Human","Blood","Monocyte",5
"10","B cell | Spleen | Mouse | CellMarker",0.7326029135,24,"CellMarker","Mouse","Spleen","B cell",9
"10","Ductal cells | Pancreas | Mouse | PanglaoDB",0.7295395413,25,"PanglaoDB","Mouse","Pancreas","Ductal cells",12
"10","Plasma cell | Lymphoid tissue | Mouse | CellMarker",0.7280249276,26,"CellMarker","Mouse","Lymphoid tissue","Plasma cell",5
"10","Macrophage | Human | CellMarker",0.7248385565,27,"CellMarker","Human","","Macrophage",8
"10","Marginal zone B cell | Mouse | CellMarker",0.7199460255,28,"CellMarker","Mouse","","Marginal zone B cell",5
"10","Macrophages M1_BLUEPRINT_1 | Human | xCell",0.7189467993,29,"xCell","Human","","Macrophages M1_BLUEPRINT_1",5
"10","Macrophages M1_BLUEPRINT_2 | Human | xCell",0.7179891653,30,"xCell","Human","","Macrophages M1_BLUEPRINT_2",5
"10","Noradrenergic neurons | Brain | Human | PanglaoDB",0.71628235,31,"PanglaoDB","Human","Brain","Noradrenergic neurons",6
"10","Noradrenergic neurons | Brain | Mouse | PanglaoDB",0.71628235,32,"PanglaoDB","Mouse","Brain","Noradrenergic neurons",6
"10","osteoblast_day21 | SaVanT",0.7150175378,33,"SaVanT","","","osteoblast_day21",38
"10","CD8+ T-cells_FANTOM_2 | Human | xCell",0.714236056,34,"xCell","Human","","CD8+ T-cells_FANTOM_2",5
"10","Fibroblasts_FANTOM_2 | Human | xCell",0.710571946,35,"xCell","Human","","Fibroblasts_FANTOM_2",10
"10","M1 macrophage | Mouse | CellMarker",0.7094801064,36,"CellMarker","Mouse","","M1 macrophage",6
"10","Preadipocytes_FANTOM_2 | Human | xCell",0.7054353477,37,"xCell","Human","","Preadipocytes_FANTOM_2",8
"10","DURANTE_ADULT_OLFACTORY_NEUROEPITHELIUM_MONOCYTES | Human | MSigDB",0.7026547246,38,"MSigDB","Human","","DURANTE_ADULT_OLFACTORY_NEUROEPITHELIUM_MONOCYTES",24
"10","Tear | Human | TISSUES",0.7026496565,39,"TISSUES","Human","","Tear",5
"10","Mural cell | Brain | Mouse | CellMarker",0.702603654,40,"CellMarker","Mouse","Brain","Mural cell",33
"10","Epidermal stem cell | Skin | Human | CellMarker",0.7004760672,41,"CellMarker","Human","Skin","Epidermal stem cell",7
"10","Basophil | Human | CellMarker",0.6982310144,42,"CellMarker","Human","","Basophil",12
"10","Microglia | Brain | Human | PanglaoDB",0.6981138941,43,"PanglaoDB","Human","Brain","Microglia",34
"10","Microglia | Brain | Mouse | PanglaoDB",0.6981138941,44,"PanglaoDB","Mouse","Brain","Microglia",34
"10","HBA_Tonsil | Human | SaVanT",0.6942908907,45,"SaVanT","Human","","HBA_Tonsil",13
"10","FAN_EMBRYONIC_CTX_MICROGLIA_3 | Human | MSigDB",0.6895962416,46,"MSigDB","Human","","FAN_EMBRYONIC_CTX_MICROGLIA_3",14
"10","CD8+ Tem_NOVERSHTERN_2 | Human | xCell",0.6889598359,47,"xCell","Human","","CD8+ Tem_NOVERSHTERN_2",5
"10","Plasma cell | Mouse | CellMarker",0.6877074052,48,"CellMarker","Mouse","","Plasma cell",6
"10","DURANTE_ADULT_OLFACTORY_NEUROEPITHELIUM_RESPIRATORY_HORIZONTAL_BASAL_CELLS | Human | MSigDB",0.6862175357,49,"MSigDB","Human","","DURANTE_ADULT_OLFACTORY_NEUROEPITHELIUM_RESPIRATORY_HORIZONTAL_BASAL_CELLS",8
"10","T helper cells | Immune system | Human | PanglaoDB",0.6859095561,50,"PanglaoDB","Human","Immune system","T helper cells",12
"10","T helper cells | Immune system | Mouse | PanglaoDB",0.6859095561,51,"PanglaoDB","Mouse","Immune system","T helper cells",12
"10","Follicular B cell | Human | CellMarker",0.6819562623,52,"CellMarker","Human","","Follicular B cell",7
"10","Follicular B cell | Mouse | CellMarker",0.6808237452,53,"CellMarker","Mouse","","Follicular B cell",5
"10","Myeloid-derived suppressor cell | Mouse | CellMarker",0.6772995524,54,"CellMarker","Mouse","","Myeloid-derived suppressor cell",7
"10","MA_M_GMCSF_IFNg_6h | Human | SaVanT",0.6771254609,55,"SaVanT","Human","","MA_M_GMCSF_IFNg_6h",25
"10","Osteocyte | Bone | Human | CellMarker",0.6767651743,56,"CellMarker","Human","Bone","Osteocyte",6
"10","osteoblast_day14 | SaVanT",0.6738064007,57,"SaVanT","","","osteoblast_day14",42
"10","HBA_CD14+_Monocytes | Human | SaVanT",0.672101645,58,"SaVanT","Human","","HBA_CD14+_Monocytes",31
"10","HBA_Fetallung | Human | SaVanT",0.6718177509,59,"SaVanT","Human","","HBA_Fetallung",21
"10","DURANTE_ADULT_OLFACTORY_NEUROEPITHELIUM_RESPIRATORY_SECRETORY_CELLS | Human | MSigDB",0.6717740723,60,"MSigDB","Human","","DURANTE_ADULT_OLFACTORY_NEUROEPITHELIUM_RESPIRATORY_SECRETORY_CELLS",8
"10","Epithelial cells_FANTOM_1 | Human | xCell",0.6701861796,61,"xCell","Human","","Epithelial cells_FANTOM_1",7
"10","Cardiac stem and precursor cells | Heart | Mouse | PanglaoDB",0.6699247426,62,"PanglaoDB","Mouse","Heart","Cardiac stem and precursor cells",6
"10","Follicular cells | Thyroid | Human | PanglaoDB",0.6698448969,63,"PanglaoDB","Human","Thyroid","Follicular cells",6
"10","Follicular cells | Thyroid | Mouse | PanglaoDB",0.6698448969,64,"PanglaoDB","Mouse","Thyroid","Follicular cells",6
"10","Basophil | Bone marrow | Mouse | CellMarker",0.668827169,65,"CellMarker","Mouse","Bone marrow","Basophil",10
"10","cDC_HPCA_3 | Human | xCell",0.6637851706,66,"xCell","Human","","cDC_HPCA_3",6
"10","Neutrophil | Peripheral blood | Human | CellMarker",0.663551757,67,"CellMarker","Human","Peripheral blood","Neutrophil",5
"10","HBA_Lung | Human | SaVanT",0.6615942173,68,"SaVanT","Human","","HBA_Lung",28
"10","Neutrophil | Mouse | CellMarker",0.6612949019,69,"CellMarker","Mouse","","Neutrophil",23
"10","Epithelial cell | Mouse | CellMarker",0.6609728149,70,"CellMarker","Mouse","","Epithelial cell",26
"10","Mast cell | Mouse | CellMarker",0.6601782238,71,"CellMarker","Mouse","","Mast cell",6
"10","CUI_DEVELOPING_HEART_COMPACT_VENTRICULAR_CARDIOMYOCYTE | Human | MSigDB",0.6548714032,72,"MSigDB","Human","","CUI_DEVELOPING_HEART_COMPACT_VENTRICULAR_CARDIOMYOCYTE",36
"10","Cancer stem cell (Pancreatic Ductal Adenocarcinoma) | Human | CellMarker",0.6537693019,73,"CellMarker","Human","","Cancer stem cell (Pancreatic Ductal Adenocarcinoma)",6
"10","Macrophage | Mouse | CellMarker",0.6532853608,74,"CellMarker","Mouse","","Macrophage",14
"10","HBA_Lymphnode | Human | SaVanT",0.6531009248,75,"SaVanT","Human","","HBA_Lymphnode",17
"10","Macrophages | Immune system | Human | PanglaoDB",0.6525581972,76,"PanglaoDB","Human","Immune system","Macrophages",51
"10","Osteoclast precursor cells | Bone | Human | PanglaoDB",0.6523134635,77,"PanglaoDB","Human","Bone","Osteoclast precursor cells",7
"10","Osteoclast precursor cells | Bone | Mouse | PanglaoDB",0.6523134635,78,"PanglaoDB","Mouse","Bone","Osteoclast precursor cells",7
"10","CD8+ Tem_NOVERSHTERN_1 | Human | xCell",0.6521475418,79,"xCell","Human","","CD8+ Tem_NOVERSHTERN_1",8
"10","Multipotent progenitor cell | Bone marrow | Mouse | CellMarker",0.6516512274,80,"CellMarker","Mouse","Bone marrow","Multipotent progenitor cell",6
"10","Langerhans cells | Skin | Human | PanglaoDB",0.6506252478,81,"PanglaoDB","Human","Skin","Langerhans cells",12
"10","IMGN_Fi_Sk | Mouse | SaVanT",0.6474888607,82,"SaVanT","Mouse","","IMGN_Fi_Sk",43
"10","Cancer cell (Breast Cancer (circulating)) | Blood | Human | CellMarker",0.6472336436,83,"CellMarker","Human","Blood","Cancer cell (Breast Cancer (circulating))",5
"10","Myofibroblasts | Smooth muscle | Human | PanglaoDB",0.6463685477,84,"PanglaoDB","Human","Smooth muscle","Myofibroblasts",7
"10","Myofibroblasts | Smooth muscle | Mouse | PanglaoDB",0.6463685477,85,"PanglaoDB","Mouse","Smooth muscle","Myofibroblasts",7
"10","Macrophages | Immune system | Mouse | PanglaoDB",0.6448936814,86,"PanglaoDB","Mouse","Immune system","Macrophages",49
"10","Pericyte | Brain | Mouse | CellMarker",0.6446089385,87,"CellMarker","Mouse","Brain","Pericyte",6
"10","Specialist antigen presenting cell | Mouse | CellMarker",0.6425070321,88,"CellMarker","Mouse","","Specialist antigen presenting cell",15
"10","Regulatory T (Treg) cell | Human | CellMarker",0.6409601732,89,"CellMarker","Human","","Regulatory T (Treg) cell",12
"10","IFNg_10ng_4d_NHEK_12 | SaVanT",0.6399005793,90,"SaVanT","","","IFNg_10ng_4d_NHEK_12",39
"10","Eosinophil | Mouse | CellMarker",0.6394869372,91,"CellMarker","Mouse","","Eosinophil",9
"10","Fibroblast | Heart | Mouse | CellMarker",0.6388522254,92,"CellMarker","Mouse","Heart","Fibroblast",6
"10","DURANTE_ADULT_OLFACTORY_NEUROEPITHELIUM_MACROPHAGES | Human | MSigDB",0.6387597355,93,"MSigDB","Human","","DURANTE_ADULT_OLFACTORY_NEUROEPITHELIUM_MACROPHAGES",44
"10","Eosinophil | Blood | Human | CellMarker",0.6386673697,94,"CellMarker","Human","Blood","Eosinophil",7
"10","IMGN_Mo_6C-II+_Bl | Mouse | SaVanT",0.6378323784,95,"SaVanT","Mouse","","IMGN_Mo_6C-II+_Bl",38
"10","HBA_Appendix | Human | SaVanT",0.6376669511,96,"SaVanT","Human","","HBA_Appendix",34
"10","Cancer stem cell (Bladder Cancer) | Bladder | Human | CellMarker",0.6373165855,97,"CellMarker","Human","Bladder","Cancer stem cell (Bladder Cancer)",5
"10","HBA_Placenta | Human | SaVanT",0.6372934672,98,"SaVanT","Human","","HBA_Placenta",32
"10","Microglial cell | Brain | Mouse | CellMarker",0.6363199685,99,"CellMarker","Mouse","Brain","Microglial cell",64
"10","Eosinophils | Immune system | Human | PanglaoDB",0.6359881263,100,"PanglaoDB","Human","Immune system","Eosinophils",5
"11","Endothelial cells_BLUEPRINT_1 | Human | xCell",0.9497055937,1,"xCell","Human","","Endothelial cells_BLUEPRINT_1",5
"11","Endothelial cells_BLUEPRINT_2 | Human | xCell",0.9497055937,2,"xCell","Human","","Endothelial cells_BLUEPRINT_2",5
"11","ly Endothelial cells_HPCA_1 | Human | xCell",0.9473716494,3,"xCell","Human","","ly Endothelial cells_HPCA_1",6
"11","ly Endothelial cells_HPCA_3 | Human | xCell",0.9473716494,4,"xCell","Human","","ly Endothelial cells_HPCA_3",6
"11","ly Endothelial cells_HPCA_2 | Human | xCell",0.9473135427,5,"xCell","Human","","ly Endothelial cells_HPCA_2",5
"11","Endothelial cell | Heart | Mouse | CellMarker",0.945234197,6,"CellMarker","Mouse","Heart","Endothelial cell",7
"11","Endothelial cells_HPCA_1 | Human | xCell",0.9208628878,7,"xCell","Human","","Endothelial cells_HPCA_1",7
"11","Endothelial cells_FANTOM_1 | Human | xCell",0.917721374,8,"xCell","Human","","Endothelial cells_FANTOM_1",7
"11","Endothelial cells_FANTOM_2 | Human | xCell",0.917721374,9,"xCell","Human","","Endothelial cells_FANTOM_2",7
"11","Hemangioblast | Germ | Human | CellMarker",0.9122861591,10,"CellMarker","Human","Germ","Hemangioblast",7
"11","Endothelial cell | Brain | Human | CellMarker",0.9046482192,11,"CellMarker","Human","Brain","Endothelial cell",5
"11","Endothelial cell | Mouse | CellMarker",0.8897613643,12,"CellMarker","Mouse","","Endothelial cell",10
"11","Endothelial cell | Adipose tissue | Human | CellMarker",0.8896522112,13,"CellMarker","Human","Adipose tissue","Endothelial cell",6
"11","Cancer stem cell | Human | CellMarker",0.8814370743,14,"CellMarker","Human","","Cancer stem cell",7
"11","Endothelial cell | Embryo | Mouse | CellMarker",0.8661974793,15,"CellMarker","Mouse","Embryo","Endothelial cell",10
"11","Stem cell | Submandibular gland | Mouse | CellMarker",0.8564528366,16,"CellMarker","Mouse","Submandibular gland","Stem cell",5
"11","Endothelial cell | Brain | Mouse | CellMarker",0.8462734616,17,"CellMarker","Mouse","Brain","Endothelial cell",70
"11","Long-term hematopoietic stem cell | Bone marrow | Mouse | CellMarker",0.8340677252,18,"CellMarker","Mouse","Bone marrow","Long-term hematopoietic stem cell",5
"11","Endothelial cell | Lung | Human | CellMarker",0.8304165761,19,"CellMarker","Human","Lung","Endothelial cell",7
"11","Cancer stem cell (Lung Adenocarcinoma) | Lung | Human | CellMarker",0.8276228789,20,"CellMarker","Human","Lung","Cancer stem cell (Lung Adenocarcinoma)",5
"11","HSC_NOVERSHTERN_1 | Human | xCell",0.8189422033,21,"xCell","Human","","HSC_NOVERSHTERN_1",5
"11","mv Endothelial cells_HPCA_2 | Human | xCell",0.8139163357,22,"xCell","Human","","mv Endothelial cells_HPCA_2",16
"11","Endothelial stem cell | Blood vessel | Human | CellMarker",0.8080809739,23,"CellMarker","Human","Blood vessel","Endothelial stem cell",11
"11","Endothelial cell | Human | CellMarker",0.806222004,24,"CellMarker","Human","","Endothelial cell",12
"11","Endothelial cells_ENCODE_3 | Human | xCell",0.8013267873,25,"xCell","Human","","Endothelial cells_ENCODE_3",18
"11","Stem cell | Bone | Mouse | CellMarker",0.7928986464,26,"CellMarker","Mouse","Bone","Stem cell",8
"11","Stem cell | Mammary gland | Mouse | CellMarker",0.7928481321,27,"CellMarker","Mouse","Mammary gland","Stem cell",7
"11","mv Endothelial cells_HPCA_1 | Human | xCell",0.7921624733,28,"xCell","Human","","mv Endothelial cells_HPCA_1",10
"11","Intestinal stem cell | Small intestine | Mouse | CellMarker",0.767511234,29,"CellMarker","Mouse","Small intestine","Intestinal stem cell",6
"11","Embryonic stem cell | Germ | Human | CellMarker",0.7663078647,30,"CellMarker","Human","Germ","Embryonic stem cell",8
"11","Erythroid cell | Bone marrow | Mouse | CellMarker",0.7636776251,31,"CellMarker","Mouse","Bone marrow","Erythroid cell",6
"11","Endocardial cell | Embryo | Mouse | CellMarker",0.7635654504,32,"CellMarker","Mouse","Embryo","Endocardial cell",6
"11","Cancer stem cell (Lung Cancer) | Lung | Mouse | CellMarker",0.7622867886,33,"CellMarker","Mouse","Lung","Cancer stem cell (Lung Cancer)",6
"11","Kupffer cells | Liver | Mouse | PanglaoDB",0.7592162762,34,"PanglaoDB","Mouse","Liver","Kupffer cells",12
"11","mv Endothelial cells_HPCA_3 | Human | xCell",0.7561297848,35,"xCell","Human","","mv Endothelial cells_HPCA_3",12
"11","B-lymphocyte | Mouse | TISSUES",0.7557085288,36,"TISSUES","Mouse","","B-lymphocyte",7
"11","pre-B-lymphocyte | Mouse | TISSUES",0.7557085288,37,"TISSUES","Mouse","","pre-B-lymphocyte",7
"11","pro-B-lymphocyte | Mouse | TISSUES",0.7557085288,38,"TISSUES","Mouse","","pro-B-lymphocyte",7
"11","Endothelial cells_FANTOM_3 | Human | xCell",0.7467458426,39,"xCell","Human","","Endothelial cells_FANTOM_3",23
"11","Tear | Human | TISSUES",0.7442799132,40,"TISSUES","Human","","Tear",5
"11","Endothelial cell | Lacrimal gland | Mouse | CellMarker",0.7398181426,41,"CellMarker","Mouse","Lacrimal gland","Endothelial cell",18
"11","Progenitor cell | Mammary gland | Mouse | CellMarker",0.7396171429,42,"CellMarker","Mouse","Mammary gland","Progenitor cell",5
"11","Venous cell | Embryo | Mouse | CellMarker",0.7394333301,43,"CellMarker","Mouse","Embryo","Venous cell",5
"11","ly Endothelial cells_FANTOM_2 | Human | xCell",0.7389490032,44,"xCell","Human","","ly Endothelial cells_FANTOM_2",23
"11","Cancer stem cell (Pancreatic Ductal Adenocarcinoma) | Human | CellMarker",0.733276068,45,"CellMarker","Human","","Cancer stem cell (Pancreatic Ductal Adenocarcinoma)",6
"11","mv Endothelial cells_FANTOM_2 | Human | xCell",0.7311787155,46,"xCell","Human","","mv Endothelial cells_FANTOM_2",34
"11","Endothelial cell | Bone marrow | Human | CellMarker",0.7308761868,47,"CellMarker","Human","Bone marrow","Endothelial cell",11
"11","Mesenchymal stem cell | Placenta | Human | CellMarker",0.7228733178,48,"CellMarker","Human","Placenta","Mesenchymal stem cell",6
"11","Cancer stem cell (Bladder Cancer) | Bladder | Human | CellMarker",0.7141188577,49,"CellMarker","Human","Bladder","Cancer stem cell (Bladder Cancer)",5
"11","Endothelial cell | Blood vessel | Mouse | CellMarker",0.7112827359,50,"CellMarker","Mouse","Blood vessel","Endothelial cell",17
"11","Adipose-derived stem cell | Adipose tissue | Mouse | CellMarker",0.7104053734,51,"CellMarker","Mouse","Adipose tissue","Adipose-derived stem cell",6
"11","Stem cell | Adipose tissue | Mouse | CellMarker",0.708927879,52,"CellMarker","Mouse","Adipose tissue","Stem cell",6
"11","Cancer stem cell (Head And Neck Squamous Cell Carcinoma) | Human | CellMarker",0.7063818912,53,"CellMarker","Human","","Cancer stem cell (Head And Neck Squamous Cell Carcinoma)",10
"11","Oviduct-derived stem cell | Oviduct | Human | CellMarker",0.7048564304,54,"CellMarker","Human","Oviduct","Oviduct-derived stem cell",13
"11","Mesenchymal stem cell | Umbilical cord | Human | CellMarker",0.7038638542,55,"CellMarker","Human","Umbilical cord","Mesenchymal stem cell",7
"11","GAO_LARGE_INTESTINE_24W_C4_PROM1LOW_PROGENITOR | Human | MSigDB",0.6998294758,56,"MSigDB","Human","","GAO_LARGE_INTESTINE_24W_C4_PROM1LOW_PROGENITOR",5
"11","PROM1Low progenitor cell | Large intestine | Human | CellMarker",0.6998294758,57,"CellMarker","Human","Large intestine","PROM1Low progenitor cell",5
"11","ZHONG_PFC_C3_PROX1_CCK_POS_INTERNEURON | Human | MSigDB",0.6991964669,58,"MSigDB","Human","","ZHONG_PFC_C3_PROX1_CCK_POS_INTERNEURON",6
"11","Mesenchymal stromal cell | Umbilical cord | Mouse | CellMarker",0.6973113552,59,"CellMarker","Mouse","Umbilical cord","Mesenchymal stromal cell",7
"11","HSC_FANTOM_1 | Human | xCell",0.6958600734,60,"xCell","Human","","HSC_FANTOM_1",9
"11","Neutrophils_BLUEPRINT_1 | Human | xCell",0.6943547255,61,"xCell","Human","","Neutrophils_BLUEPRINT_1",5
"11","Mural cell | Brain | Mouse | CellMarker",0.6941878928,62,"CellMarker","Mouse","Brain","Mural cell",33
"11","Thyroid cancer cell | Human | TISSUES",0.6917024318,63,"TISSUES","Human","","Thyroid cancer cell",11
"11","HSC_BLUEPRINT_3 | Human | xCell",0.6900127016,64,"xCell","Human","","HSC_BLUEPRINT_3",8
"11","Cancer stem cell (Glioma) | Human | CellMarker",0.6882619488,65,"CellMarker","Human","","Cancer stem cell (Glioma)",11
"11","Pericytes_FANTOM_2 | Human | xCell",0.6852884888,66,"xCell","Human","","Pericytes_FANTOM_2",5
"11","Mesoderm cell | Germ | Human | CellMarker",0.683748901,67,"CellMarker","Human","Germ","Mesoderm cell",10
"11","Stem cell | Adipose tissue | Human | CellMarker",0.6832302014,68,"CellMarker","Human","Adipose tissue","Stem cell",7
"11","IFNg_10ng_4d_NHEK_12 | SaVanT",0.6800095427,69,"SaVanT","","","IFNg_10ng_4d_NHEK_12",39
"11","Smooth muscle cell | Brain | Mouse | CellMarker",0.6792548586,70,"CellMarker","Mouse","Brain","Smooth muscle cell",41
"11","B cell (Leukemia) | Human | CellMarker",0.6697402829,71,"CellMarker","Human","","B cell (Leukemia)",8
"11","Endothelial cell | Lung | Mouse | CellMarker",0.6694167328,72,"CellMarker","Mouse","Lung","Endothelial cell",118
"11","Cancer stem cell (Oral Squamous Cell Carcinoma) | Human | CellMarker",0.6692556649,73,"CellMarker","Human","","Cancer stem cell (Oral Squamous Cell Carcinoma)",5
"11","Neuron | Embryonic prefrontal cortex | Human | CellMarker",0.6692181366,74,"CellMarker","Human","Embryonic prefrontal cortex","Neuron",7
"11","CUI_DEVELOPING_HEART_CORONARY_VASCULAR_ENDOTHELIAL_CELL | Human | MSigDB",0.6691088393,75,"MSigDB","Human","","CUI_DEVELOPING_HEART_CORONARY_VASCULAR_ENDOTHELIAL_CELL",23
"11","Endothelial cells (blood brain barrier) | Vasculature | Human | PanglaoDB",0.6681756908,76,"PanglaoDB","Human","Vasculature","Endothelial cells (blood brain barrier)",12
"11","Endothelial cells (blood brain barrier) | Vasculature | Mouse | PanglaoDB",0.6681756908,77,"PanglaoDB","Mouse","Vasculature","Endothelial cells (blood brain barrier)",12
"11","IMGN_BEC_SLN | Mouse | SaVanT",0.6659484735,78,"SaVanT","Mouse","","IMGN_BEC_SLN",46
"11","Vasc_endothel_cell | SaVanT",0.6646360776,79,"SaVanT","","","Vasc_endothel_cell",39
"11","Urine-derived stem cell | Urine | Human | CellMarker",0.6639009326,80,"CellMarker","Human","Urine","Urine-derived stem cell",11
"11","Follicular B cell | Human | CellMarker",0.6635571717,81,"CellMarker","Human","","Follicular B cell",7
"11","IMGN_BEC_MLN | Mouse | SaVanT",0.6628543976,82,"SaVanT","Mouse","","IMGN_BEC_MLN",45
"11","ly Endothelial cells_FANTOM_3 | Human | xCell",0.6603051607,83,"xCell","Human","","ly Endothelial cells_FANTOM_3",7
"11","Spermatozoa | Reproductive | Human | PanglaoDB",0.6586727184,84,"PanglaoDB","Human","Reproductive","Spermatozoa",5
"11","Spermatozoa | Reproductive | Mouse | PanglaoDB",0.6586727184,85,"PanglaoDB","Mouse","Reproductive","Spermatozoa",5
"11","Mesenchymal stem cell | Ligament | Human | CellMarker",0.6584920364,86,"CellMarker","Human","Ligament","Mesenchymal stem cell",11
"11","Endothelial cells_ENCODE_2 | Human | xCell",0.6579012046,87,"xCell","Human","","Endothelial cells_ENCODE_2",31
"11","Cancer stem cell (Prostate Cancer) | Prostate | Human | CellMarker",0.6575392101,88,"CellMarker","Human","Prostate","Cancer stem cell (Prostate Cancer)",11
"11","DURANTE_ADULT_OLFACTORY_NEUROEPITHELIUM_PERICYTES | Human | MSigDB",0.6574460983,89,"MSigDB","Human","","DURANTE_ADULT_OLFACTORY_NEUROEPITHELIUM_PERICYTES",61
"11","Endothelial cells | Vasculature | Mouse | PanglaoDB",0.656289381,90,"PanglaoDB","Mouse","Vasculature","Endothelial cells",101
"11","Hematopoietic stem cell | Germ | Human | CellMarker",0.6541141246,91,"CellMarker","Human","Germ","Hematopoietic stem cell",10
"11","Smooth muscle_HPCA_1 | Human | xCell",0.6536220328,92,"xCell","Human","","Smooth muscle_HPCA_1",6
"11","Mesenchymal stem cell | Synovium | Human | CellMarker",0.6534295408,93,"CellMarker","Human","Synovium","Mesenchymal stem cell",6
"11","LAKE_ADULT_KIDNEY_C23_ENDOTHELIAL_CELLS_AVR | Human | MSigDB",0.6533664174,94,"MSigDB","Human","","LAKE_ADULT_KIDNEY_C23_ENDOTHELIAL_CELLS_AVR",89
"11","Endothelial cells | Vasculature | Human | PanglaoDB",0.6532355058,95,"PanglaoDB","Human","Vasculature","Endothelial cells",102
"11","Endometrial stem cell | Endometrium | Human | CellMarker",0.6503188213,96,"CellMarker","Human","Endometrium","Endometrial stem cell",15
"11","Endothelial cell | Muscle | Human | CellMarker",0.6489450642,97,"CellMarker","Human","Muscle","Endothelial cell",5
"11","Stem cell | Dental pulp | Human | CellMarker",0.6445197306,98,"CellMarker","Human","Dental pulp","Stem cell",8
"11","Follicular B cell | Mouse | CellMarker",0.6437844153,99,"CellMarker","Mouse","","Follicular B cell",5
"11","GAO_LARGE_INTESTINE_24W_C2_MKI67POS_PROGENITOR | Human | MSigDB",0.641819275,100,"MSigDB","Human","","GAO_LARGE_INTESTINE_24W_C2_MKI67POS_PROGENITOR",64
"2","Neutrophils_IRIS_2 | Human | xCell",0.7634055313,1,"xCell","Human","","Neutrophils_IRIS_2",5
"2","Neutrophils_IRIS_3 | Human | xCell",0.7634055313,2,"xCell","Human","","Neutrophils_IRIS_3",5
"2","Neutrophils_BLUEPRINT_1 | Human | xCell",0.7627753213,3,"xCell","Human","","Neutrophils_BLUEPRINT_1",5
"2","Reticulocytes | Blood | Human | PanglaoDB",0.7579550476,4,"PanglaoDB","Human","Blood","Reticulocytes",5
"2","Reticulocytes | Blood | Mouse | PanglaoDB",0.7579550476,5,"PanglaoDB","Mouse","Blood","Reticulocytes",5
"2","cerebral_cortex | SaVanT",0.6773060716,6,"SaVanT","","","cerebral_cortex",50
"2","Pyramidal cell | Human | CellMarker",0.6740699061,7,"CellMarker","Human","","Pyramidal cell",8
"2","CD4+ Tem_BLUEPRINT_3 | Human | xCell",0.6714058289,8,"xCell","Human","","CD4+ Tem_BLUEPRINT_3",8
"2","B-cells_HPCA_2 | Human | xCell",0.6485783562,9,"xCell","Human","","B-cells_HPCA_2",5
"2","Dopaminergic neurons | Brain | Mouse | PanglaoDB",0.6178105987,10,"PanglaoDB","Mouse","Brain","Dopaminergic neurons",14
"2","Hepatoblasts | Liver | Human | PanglaoDB",0.6174789552,11,"PanglaoDB","Human","Liver","Hepatoblasts",5
"2","Hepatoblasts | Liver | Mouse | PanglaoDB",0.6174789552,12,"PanglaoDB","Mouse","Liver","Hepatoblasts",5
"2","CD4+ Tcm_NOVERSHTERN_1 | Human | xCell",0.6168152479,13,"xCell","Human","","CD4+ Tcm_NOVERSHTERN_1",6
"2","CD4+ Tcm_NOVERSHTERN_2 | Human | xCell",0.6168152479,14,"xCell","Human","","CD4+ Tcm_NOVERSHTERN_2",6
"2","cerebral_cortex_prefrontal | SaVanT",0.6068947325,15,"SaVanT","","","cerebral_cortex_prefrontal",50
"2","Adrenergic neurons | Brain | Human | PanglaoDB",0.6054769074,16,"PanglaoDB","Human","Brain","Adrenergic neurons",5
"2","Adrenergic neurons | Brain | Mouse | PanglaoDB",0.6054769074,17,"PanglaoDB","Mouse","Brain","Adrenergic neurons",5
"2","Neurons_ENCODE_1 | Human | xCell",0.5840387682,18,"xCell","Human","","Neurons_ENCODE_1",7
"2","Long-term hematopoietic stem cell | Bone marrow | Mouse | CellMarker",0.582586952,19,"CellMarker","Mouse","Bone marrow","Long-term hematopoietic stem cell",5
"2","Myocytes_FANTOM_2 | Human | xCell",0.5776175063,20,"xCell","Human","","Myocytes_FANTOM_2",11
"2","Undefined placental cells | Placenta | Human | PanglaoDB",0.5752922448,21,"PanglaoDB","Human","Placenta","Undefined placental cells",7
"2","Undefined placental cells | Placenta | Mouse | PanglaoDB",0.5752922448,22,"PanglaoDB","Mouse","Placenta","Undefined placental cells",7
"2","Platelets_HPCA_3 | Human | xCell",0.5729912283,23,"xCell","Human","","Platelets_HPCA_3",5
"2","Dopaminergic neurons | Brain | Human | PanglaoDB",0.5648730042,24,"PanglaoDB","Human","Brain","Dopaminergic neurons",15
"2","Conventional dendritic cell | Human | CellMarker",0.5598934365,25,"CellMarker","Human","","Conventional dendritic cell",6
"2","CD4+ Tem_NOVERSHTERN_1 | Human | xCell",0.5562733186,26,"xCell","Human","","CD4+ Tem_NOVERSHTERN_1",13
"2","HBA_Amygdala | Human | SaVanT",0.5476087413,27,"SaVanT","Human","","HBA_Amygdala",49
"2","HBA_TemporalLobe | Human | SaVanT",0.5434171762,28,"SaVanT","Human","","HBA_TemporalLobe",50
"2","Lake et al.Science.Ex1 | Brain | Human | CellMarker",0.5416244057,29,"CellMarker","Human","Brain","Lake et al.Science.Ex1",11
"2","HBA_Wholebrain | Human | SaVanT",0.5415425296,30,"SaVanT","Human","","HBA_Wholebrain",49
"2","Nasal polyp | Human | TISSUES",0.5404633922,31,"TISSUES","Human","","Nasal polyp",6
