"cluster","celltype_full","score","score_rank","db","species","organ","celltype","n_genes"
"10","Erythrocytes_HPCA_2 | Human | xCell",0.6165681903,14,"xCell","Human","","Erythrocytes_HPCA_2",5
"10","Erythrocytes_HPCA_3 | Human | xCell",0.6165681903,15,"xCell","Human","","Erythrocytes_HPCA_3",5
"10","Basophil | Human | CellMarker",0.6071737967,16,"CellMarker","Human","","Basophil",12
"10","Mesenchymal stem cell | Periodontal ligament | Human | CellMarker",0.6058832993,17,"CellMarker","Human","Periodontal ligament","Mesenchymal stem cell",6
"10","ZHONG_PFC_C2_ASCL1_POS_ASTROCYTE | Human | MSigDB",0.6046649071,18,"MSigDB","Human","","ZHONG_PFC_C2_ASCL1_POS_ASTROCYTE",6
"10","Fibroblast | Mouse | CellMarker",0.6028164296,19,"CellMarker","Mouse","","Fibroblast",6
"10","Monocytes_BLUEPRINT_2 | Human | xCell",0.599642283,20,"xCell","Human","","Monocytes_BLUEPRINT_2",5
"10","Plasma cells_BLUEPRINT_1 | Human | xCell",0.5995454295,21,"xCell","Human","","Plasma cells_BLUEPRINT_1",5
"10","Erythroid cell | Human | TISSUES",0.5949541398,22,"TISSUES","Human","","Erythroid cell",5
"10","Cholinergic neurons | Brain | Human | PanglaoDB",0.5752482847,23,"PanglaoDB","Human","Brain","Cholinergic neurons",6
"10","Cholinergic neurons | Brain | Mouse | PanglaoDB",0.5752482847,24,"PanglaoDB","Mouse","Brain","Cholinergic neurons",6
"10","Acinar cells | Pancreas | Mouse | PanglaoDB",0.5746596632,25,"PanglaoDB","Mouse","Pancreas","Acinar cells",7
"10","ZHONG_PFC_MAJOR_TYPES_OPC | Human | MSigDB",0.572955887,26,"MSigDB","Human","","ZHONG_PFC_MAJOR_TYPES_OPC",66
"10","Melanocytes_ENCODE_1 | Human | xCell",0.5727736934,27,"xCell","Human","","Melanocytes_ENCODE_1",9
"10","Stem cell | Muscle | Human | CellMarker",0.5608996386,28,"CellMarker","Human","Muscle","Stem cell",10
"10","NT_6 | SaVanT",0.5589851445,29,"SaVanT","","","NT_6",22
"10","Memory B-cells_HPCA_3 | Human | xCell",0.5572116553,30,"xCell","Human","","Memory B-cells_HPCA_3",5
"10","Adventitial cell | Human | CellMarker",0.5560520628,31,"CellMarker","Human","","Adventitial cell",5
"10","NKT_NOVERSHTERN_1 | Human | xCell",0.54619544,32,"xCell","Human","","NKT_NOVERSHTERN_1",6
"10","Lens epithelium | Human | TISSUES",0.5443789613,33,"TISSUES","Human","","Lens epithelium",10
"10","Fibroblast | Human | CellMarker",0.5442816848,34,"CellMarker","Human","","Fibroblast",9
"10","Mesenchymal stem cell | Placenta | Human | CellMarker",0.5431799349,35,"CellMarker","Human","Placenta","Mesenchymal stem cell",7
"10","Rheaume et al.Nat Commun.40 | Retina | Mouse | CellMarker",0.5411984563,36,"CellMarker","Mouse","Retina","Rheaume et al.Nat Commun.40",13
"10","Memory B-cells_HPCA_1 | Human | xCell",0.5406508023,37,"xCell","Human","","Memory B-cells_HPCA_1",6
"10","Erythrocytes_FANTOM_3 | Human | xCell",0.534481141,38,"xCell","Human","","Erythrocytes_FANTOM_3",5
"10","Memory B-cells_IRIS_1 | Human | xCell",0.5284793844,39,"xCell","Human","","Memory B-cells_IRIS_1",7
"10","Lee et al.Cell.E | Lung | Mouse | CellMarker",0.5284388062,40,"CellMarker","Mouse","Lung","Lee et al.Cell.E",5
"10","CD4+ naive T-cells_FANTOM_3 | Human | xCell",0.5280772169,41,"xCell","Human","","CD4+ naive T-cells_FANTOM_3",5
"10","Mesenchymal stromal cell | Peripheral blood | Mouse | CellMarker",0.5251606645,42,"CellMarker","Mouse","Peripheral blood","Mesenchymal stromal cell",5
"10","FAN_EMBRYONIC_CTX_OPC | Human | MSigDB",0.5239272154,43,"MSigDB","Human","","FAN_EMBRYONIC_CTX_OPC",41
"10","Epithelial cells_FANTOM_1 | Human | xCell",0.5231889836,44,"xCell","Human","","Epithelial cells_FANTOM_1",7
"10","Mesenchymal stem cell | Skeletal muscle | Human | CellMarker",0.5214942246,45,"CellMarker","Human","Skeletal muscle","Mesenchymal stem cell",8
"10","Microglial cell | Human | CellMarker",0.5172119743,46,"CellMarker","Human","","Microglial cell",6
"10","ZHONG_PFC_C2_THY1_POS_OPC | Human | MSigDB",0.5171756193,47,"MSigDB","Human","","ZHONG_PFC_C2_THY1_POS_OPC",20
"10","Plasma cells_HPCA_3 | Human | xCell",0.5153412467,48,"xCell","Human","","Plasma cells_HPCA_3",6
"10","Meningeal cells | Brain | Human | PanglaoDB",0.5125929736,49,"PanglaoDB","Human","Brain","Meningeal cells",14
"10","Meningeal cells | Brain | Mouse | PanglaoDB",0.5125929736,50,"PanglaoDB","Mouse","Brain","Meningeal cells",14
"10","cDC_HPCA_1 | Human | xCell",0.5094536723,51,"xCell","Human","","cDC_HPCA_1",7
"10","FAN_EMBRYONIC_CTX_BIG_GROUPS_GLIAL | Human | MSigDB",0.5068277819,52,"MSigDB","Human","","FAN_EMBRYONIC_CTX_BIG_GROUPS_GLIAL",102
"10","CD4+ Tem_BLUEPRINT_2 | Human | xCell",0.5054094436,53,"xCell","Human","","CD4+ Tem_BLUEPRINT_2",6
"10","Mesenchymal stem cell | Bone marrow | Mouse | CellMarker",0.504228711,54,"CellMarker","Mouse","Bone marrow","Mesenchymal stem cell",8
"10","Renal proximal tubule | Human | TISSUES",0.5024785434,55,"TISSUES","Human","","Renal proximal tubule",7
"10","Renal tubule | Human | TISSUES",0.5024785434,56,"TISSUES","Human","","Renal tubule",7
"10","cDC_HPCA_2 | Human | xCell",0.5014500686,57,"xCell","Human","","cDC_HPCA_2",5
"10","Adult stem cell | Mouse | TISSUES",0.5011332481,58,"TISSUES","Mouse","","Adult stem cell",7
"10","Endothelial cell | Bone marrow | Human | CellMarker",0.5002231063,59,"CellMarker","Human","Bone marrow","Endothelial cell",10
"10","Epidermis | Mouse | TISSUES",0.4985931896,60,"TISSUES","Mouse","","Epidermis",23
"10","Cancer stem cell (Lung Cancer) | Mouse | CellMarker",0.4956811887,61,"CellMarker","Mouse","","Cancer stem cell (Lung Cancer)",5
"10","Endothelial cell | Blood vessel | Mouse | CellMarker",0.4952090908,62,"CellMarker","Mouse","Blood vessel","Endothelial cell",15
"10","Thyroid cancer cell | Human | TISSUES",0.4923617129,63,"TISSUES","Human","","Thyroid cancer cell",11
"10","Epidermal cell | Mouse | TISSUES",0.4911855054,64,"TISSUES","Mouse","","Epidermal cell",11
"10","Pericyte | Human | CellMarker",0.49036382,65,"CellMarker","Human","","Pericyte",10
"10","Pericyte | Brain | Mouse | CellMarker",0.4903157914,66,"CellMarker","Mouse","Brain","Pericyte",6
"10","Eosinophil | Lung | Mouse | CellMarker",0.4884066567,67,"CellMarker","Mouse","Lung","Eosinophil",5
"10","Preadipocytes_ENCODE_2 | Human | xCell",0.4844835305,68,"xCell","Human","","Preadipocytes_ENCODE_2",10
"10","Monocytes_IRIS_1 | Human | xCell",0.4837846264,69,"xCell","Human","","Monocytes_IRIS_1",6
"10","Neural tube cell | Germ | Human | CellMarker",0.4820809644,70,"CellMarker","Human","Germ","Neural tube cell",9
"10","Epithelial cells_FANTOM_3 | Human | xCell",0.4809435752,71,"xCell","Human","","Epithelial cells_FANTOM_3",7
"10","NK cells_HPCA_2 | Human | xCell",0.4808241348,72,"xCell","Human","","NK cells_HPCA_2",15
"10","Neural stem cell | Brain | Mouse | CellMarker",0.4801022742,73,"CellMarker","Mouse","Brain","Neural stem cell",10
"10","Oligodendrocyte progenitor cell | Embryonic prefrontal cortex | Human | CellMarker",0.4798568803,74,"CellMarker","Human","Embryonic prefrontal cortex","Oligodendrocyte progenitor cell",81
"10","Conventional dendritic cell | Human | CellMarker",0.4735443533,75,"CellMarker","Human","","Conventional dendritic cell",8
"10","TLR2_6 | SaVanT",0.4718486042,76,"SaVanT","","","TLR2_6",26
"10","Keratinocyte | Mouse | TISSUES",0.4706939185,77,"TISSUES","Mouse","","Keratinocyte",5
"10","Stratum spinosum | Mouse | TISSUES",0.4706939185,78,"TISSUES","Mouse","","Stratum spinosum",5
"10","HU_FETAL_RETINA_MULLER | Human | MSigDB",0.4702977313,79,"MSigDB","Human","","HU_FETAL_RETINA_MULLER",28
"10","Marginal zone B cell | Mouse | CellMarker",0.4678600139,80,"CellMarker","Mouse","","Marginal zone B cell",5
"10","MA_M_GMCSF_P3C_72h | Human | SaVanT",0.4668573256,81,"SaVanT","Human","","MA_M_GMCSF_P3C_72h",33
"10","ZHONG_PFC_C6_DLX5_GAD1_GAD2_POS_INTERNEURON | Human | MSigDB",0.4659670551,82,"MSigDB","Human","","ZHONG_PFC_C6_DLX5_GAD1_GAD2_POS_INTERNEURON",9
"10","Daltons lymphoma cell | Mouse | TISSUES",0.4659595003,83,"TISSUES","Mouse","","Daltons lymphoma cell",7
"10","T-cell lymphoma cell | Mouse | TISSUES",0.4659595003,84,"TISSUES","Mouse","","T-cell lymphoma cell",7
"10","Cancer stem cell (Lung Cancer) | Lung | Mouse | CellMarker",0.4640670293,85,"CellMarker","Mouse","Lung","Cancer stem cell (Lung Cancer)",6
"10","Fibroblastoma cell | Human | TISSUES",0.4627969664,86,"TISSUES","Human","","Fibroblastoma cell",6
"10","Fibrosarcoma cell | Human | TISSUES",0.4627969664,87,"TISSUES","Human","","Fibrosarcoma cell",6
"10","Stem cell | Bone | Mouse | CellMarker",0.4610158477,88,"CellMarker","Mouse","Bone","Stem cell",6
"10","T helper cell | Mouse | CellMarker",0.4607753095,89,"CellMarker","Mouse","","T helper cell",10
"10","Monocyte | Peripheral blood | Human | CellMarker",0.4591022313,90,"CellMarker","Human","Peripheral blood","Monocyte",10
"10","HBA_Thymus | Human | SaVanT",0.4589912401,91,"SaVanT","Human","","HBA_Thymus",25
"10","Neutrophil | Blood | Human | CellMarker",0.4569383172,92,"CellMarker","Human","Blood","Neutrophil",8
"10","Parathyroid gland | Human | TISSUES",0.4568328349,93,"TISSUES","Human","","Parathyroid gland",5
"10","IMGN_MF_Thio5_II+480int_PC | Mouse | SaVanT",0.4557911479,94,"SaVanT","Mouse","","IMGN_MF_Thio5_II+480int_PC",38
"10","IMGN_MF_Thio5_II-480hi_PC | Mouse | SaVanT",0.4556534675,95,"SaVanT","Mouse","","IMGN_MF_Thio5_II-480hi_PC",32
"10","Mesenchymal stem cell | Bone | Human | CellMarker",0.4555549688,96,"CellMarker","Human","Bone","Mesenchymal stem cell",14
"10","Mesenchymal stem cell | Muscle | Human | CellMarker",0.4555549688,97,"CellMarker","Human","Muscle","Mesenchymal stem cell",14
"10","Mesenchymal stem cell | Tendon | Human | CellMarker",0.4555549688,98,"CellMarker","Human","Tendon","Mesenchymal stem cell",14
"10","CD8+ Tcm_NOVERSHTERN_2 | Human | xCell",0.4545600972,99,"xCell","Human","","CD8+ Tcm_NOVERSHTERN_2",9
"10","Respiratory epithelium | Human | TISSUES",0.4529342084,100,"TISSUES","Human","","Respiratory epithelium",6
"11","Oligodendrocyte | Brain | Mouse | CellMarker",0.866214589,1,"CellMarker","Mouse","Brain","Oligodendrocyte",42
"11","O cell | Brain | Mouse | CellMarker",0.8590854468,2,"CellMarker","Mouse","Brain","O cell",8
"11","Oligodendrocyte | Human | CellMarker",0.846781333,3,"CellMarker","Human","","Oligodendrocyte",5
"11","Oligodendrocytes | Brain | Human | PanglaoDB",0.7350488986,4,"PanglaoDB","Human","Brain","Oligodendrocytes",60
"11","Oligodendrocytes | Brain | Mouse | PanglaoDB",0.7350488986,5,"PanglaoDB","Mouse","Brain","Oligodendrocytes",60
"11","NKT_NOVERSHTERN_3 | Human | xCell",0.72138025,6,"xCell","Human","","NKT_NOVERSHTERN_3",6
"11","Coronary artery endothelial cell | Human | TISSUES",0.7035983052,7,"TISSUES","Human","","Coronary artery endothelial cell",6
"11","Goblet cells | GI tract | Human | PanglaoDB",0.6856011112,8,"PanglaoDB","Human","GI tract","Goblet cells",5
"11","Goblet cells | GI tract | Mouse | PanglaoDB",0.6856011112,9,"PanglaoDB","Mouse","GI tract","Goblet cells",5
"11","Macrophages M1_BLUEPRINT_1 | Human | xCell",0.6766217601,10,"xCell","Human","","Macrophages M1_BLUEPRINT_1",5
"11","Endothelial cell | Muscle | Human | CellMarker",0.6707889416,11,"CellMarker","Human","Muscle","Endothelial cell",5
"11","Lipofibroblast | Lung | Mouse | CellMarker",0.6476928707,12,"CellMarker","Mouse","Lung","Lipofibroblast",7
"11","Mesenchymal stem cell | Skeletal muscle | Human | CellMarker",0.6222739968,13,"CellMarker","Human","Skeletal muscle","Mesenchymal stem cell",8
"11","Endothelial cell | Lung | Human | CellMarker",0.6200995136,14,"CellMarker","Human","Lung","Endothelial cell",6
"11","Th1 cells_IRIS_2 | Human | xCell",0.6195094971,15,"xCell","Human","","Th1 cells_IRIS_2",7
"11","Basophils_NOVERSHTERN_3 | Human | xCell",0.6112365178,16,"xCell","Human","","Basophils_NOVERSHTERN_3",5
"11","Melanocytes_FANTOM_1 | Human | xCell",0.5961173644,17,"xCell","Human","","Melanocytes_FANTOM_1",5
"11","Mesenchymal stem cell | Placenta | Human | CellMarker",0.592599381,18,"CellMarker","Human","Placenta","Mesenchymal stem cell",7
"11","CUI_DEVELOPING_HEART_COMPACT_ATRIAL_CARDIOMYOCYTE | Human | MSigDB",0.5866178857,19,"MSigDB","Human","","CUI_DEVELOPING_HEART_COMPACT_ATRIAL_CARDIOMYOCYTE",10
"11","Pericyte | Brain | Mouse | CellMarker",0.575056655,20,"CellMarker","Mouse","Brain","Pericyte",6
"11","Mesenchymal stromal cell | Umbilical cord | Mouse | CellMarker",0.5648267506,21,"CellMarker","Mouse","Umbilical cord","Mesenchymal stromal cell",7
"11","Endothelial cell | Adipose tissue | Human | CellMarker",0.5607836092,22,"CellMarker","Human","Adipose tissue","Endothelial cell",6
"11","HBA_Spinalcord | Human | SaVanT",0.5590681561,23,"SaVanT","Human","","HBA_Spinalcord",44
"11","Oligodendrocytes | SaVanT",0.5547158694,24,"SaVanT","","","Oligodendrocytes",49
"11","spinal_cord | SaVanT",0.5514769229,25,"SaVanT","","","spinal_cord",48
"11","Schwann cells | Brain | Human | PanglaoDB",0.5502250649,26,"PanglaoDB","Human","Brain","Schwann cells",29
"11","Schwann cells | Brain | Mouse | PanglaoDB",0.5502250649,27,"PanglaoDB","Mouse","Brain","Schwann cells",29
"11","Stromal cell | Bone marrow | Human | CellMarker",0.5467459804,28,"CellMarker","Human","Bone marrow","Stromal cell",7
"11","Pericyte | Human | CellMarker",0.5454566627,29,"CellMarker","Human","","Pericyte",10
"11","Type II pneumocyte | Lung | Mouse | CellMarker",0.5446415351,30,"CellMarker","Mouse","Lung","Type II pneumocyte",15
"11","Pulmonary artery | Human | TISSUES",0.5442296881,31,"TISSUES","Human","","Pulmonary artery",5
"11","Monocytes_IRIS_1 | Human | xCell",0.5418499338,32,"xCell","Human","","Monocytes_IRIS_1",6
"11","Endothelial cell | Bone marrow | Human | CellMarker",0.535034175,33,"CellMarker","Human","Bone marrow","Endothelial cell",10
"11","Endothelial cell | Human | CellMarker",0.5319398139,34,"CellMarker","Human","","Endothelial cell",11
"11","Eosinophils_BLUEPRINT_3 | Human | xCell",0.5282141147,35,"xCell","Human","","Eosinophils_BLUEPRINT_3",17
"11","Adipocyte | Mouse | TISSUES",0.525734748,36,"TISSUES","Mouse","","Adipocyte",23
"11","Fat pad | Mouse | TISSUES",0.525734748,37,"TISSUES","Mouse","","Fat pad",23
"11","White adipose tissue | Mouse | TISSUES",0.525734748,38,"TISSUES","Mouse","","White adipose tissue",23
"11","Neural tube cell | Germ | Human | CellMarker",0.5251624633,39,"CellMarker","Human","Germ","Neural tube cell",9
"11","Endothelial cell | Embryo | Mouse | CellMarker",0.5245977997,40,"CellMarker","Mouse","Embryo","Endothelial cell",9
"11","Type III taste bud cell | Taste bud | Mouse | CellMarker",0.5214367017,41,"CellMarker","Mouse","Taste bud","Type III taste bud cell",5
"11","Endothelial cell | Cornea | Human | CellMarker",0.5188673739,42,"CellMarker","Human","Cornea","Endothelial cell",8
"11","Endothelial cell | Mouse | CellMarker",0.5173270089,43,"CellMarker","Mouse","","Endothelial cell",7
"11","Microglial cell (Glioma) | Brain | Human | CellMarker",0.5161442066,44,"CellMarker","Human","Brain","Microglial cell (Glioma)",6
"11","MEL | SaVanT",0.5130718118,45,"SaVanT","","","MEL",35
"11","Early enterocyte precursor cell | Intestinal crypt | Mouse | CellMarker",0.5063333193,46,"CellMarker","Mouse","Intestinal crypt","Early enterocyte precursor cell",10
"11","Stem cell | Cartilage | Human | CellMarker",0.5059800189,47,"CellMarker","Human","Cartilage","Stem cell",7
"11","Basophils_NOVERSHTERN_2 | Human | xCell",0.5035041643,48,"xCell","Human","","Basophils_NOVERSHTERN_2",7
"11","Mesenchymal stem cell | Tooth | Human | CellMarker",0.5018061078,49,"CellMarker","Human","Tooth","Mesenchymal stem cell",6
"11","DC_IRIS_2 | Human | xCell",0.5011621568,50,"xCell","Human","","DC_IRIS_2",10
"11","Macrophages M1_BLUEPRINT_2 | Human | xCell",0.49795772,51,"xCell","Human","","Macrophages M1_BLUEPRINT_2",5
"11","intestine_large | SaVanT",0.4947628136,52,"SaVanT","","","intestine_large",14
"11","BU | SaVanT",0.4927661021,53,"SaVanT","","","BU",25
"11","Stem cell | Bone | Human | CellMarker",0.4923700961,54,"CellMarker","Human","Bone","Stem cell",5
"11","Oligodendrocyte | Brain | Human | CellMarker",0.491554823,55,"CellMarker","Human","Brain","Oligodendrocyte",114
"11","Marginal zone B cell | Mouse | CellMarker",0.4888707251,56,"CellMarker","Mouse","","Marginal zone B cell",5
"11","Airway goblet cells | Lungs | Human | PanglaoDB",0.4870735128,57,"PanglaoDB","Human","Lungs","Airway goblet cells",6
"11","Airway goblet cells | Lungs | Mouse | PanglaoDB",0.4870735128,58,"PanglaoDB","Mouse","Lungs","Airway goblet cells",6
"11","Oligodendrocyte progenitor cells | Brain | Human | PanglaoDB",0.4858654847,59,"PanglaoDB","Human","Brain","Oligodendrocyte progenitor cells",20
"11","Oligodendrocyte progenitor cells | Brain | Mouse | PanglaoDB",0.4858654847,60,"PanglaoDB","Mouse","Brain","Oligodendrocyte progenitor cells",20
"11","CD4+ Tcm_NOVERSHTERN_1 | Human | xCell",0.4852167286,61,"xCell","Human","","CD4+ Tcm_NOVERSHTERN_1",5
"11","CD4+ Tcm_NOVERSHTERN_2 | Human | xCell",0.4852167286,62,"xCell","Human","","CD4+ Tcm_NOVERSHTERN_2",5
"11","Olfactory sensory neuron | Brain | Mouse | CellMarker",0.4846011957,63,"CellMarker","Mouse","Brain","Olfactory sensory neuron",5
"11","Radial glial cell | Human | CellMarker",0.4832988482,64,"CellMarker","Human","","Radial glial cell",6
"11","Epithelial cells_FANTOM_1 | Human | xCell",0.4761481121,65,"xCell","Human","","Epithelial cells_FANTOM_1",7
"11","Luminal epithelial cells | Mammary gland | Human | PanglaoDB",0.4754895188,66,"PanglaoDB","Human","Mammary gland","Luminal epithelial cells",18
"11","CD4+ T-cells_FANTOM_2 | Human | xCell",0.4713116199,67,"xCell","Human","","CD4+ T-cells_FANTOM_2",6
"11","Mesenchymal stem cell | Fat pad | Human | CellMarker",0.4689783389,68,"CellMarker","Human","Fat pad","Mesenchymal stem cell",6
"11","Stem cell | Dental pulp | Human | CellMarker",0.467771628,69,"CellMarker","Human","Dental pulp","Stem cell",8
"11","HSC_FANTOM_1 | Human | xCell",0.4633954571,70,"xCell","Human","","HSC_FANTOM_1",9
"11","Luminal epithelial cells | Mammary gland | Mouse | PanglaoDB",0.4627900267,71,"PanglaoDB","Mouse","Mammary gland","Luminal epithelial cells",17
"11","HSC_NOVERSHTERN_3 | Human | xCell",0.4558779284,72,"xCell","Human","","HSC_NOVERSHTERN_3",5
"11","Lee et al.Cell.E | Lung | Mouse | CellMarker",0.4536486657,73,"CellMarker","Mouse","Lung","Lee et al.Cell.E",5
"11","Astrocytes_ENCODE_3 | Human | xCell",0.453316353,74,"xCell","Human","","Astrocytes_ENCODE_3",13
"11","Endothelial cell | Blood vessel | Mouse | CellMarker",0.4515734577,75,"CellMarker","Mouse","Blood vessel","Endothelial cell",15
"11","Undefined placental cells | Placenta | Human | PanglaoDB",0.4463505788,76,"PanglaoDB","Human","Placenta","Undefined placental cells",5
"11","Undefined placental cells | Placenta | Mouse | PanglaoDB",0.4463505788,77,"PanglaoDB","Mouse","Placenta","Undefined placental cells",5
"11","Basophils_NOVERSHTERN_1 | Human | xCell",0.440599876,78,"xCell","Human","","Basophils_NOVERSHTERN_1",18
"11","Mesenchymal progenitor cell | Lung | Mouse | CellMarker",0.4371205549,79,"CellMarker","Mouse","Lung","Mesenchymal progenitor cell",7
"11","Dental pulp stem cell | Dental pulp | Human | CellMarker",0.4351864708,80,"CellMarker","Human","Dental pulp","Dental pulp stem cell",7
"11","FAN_EMBRYONIC_CTX_OLIG | Human | MSigDB",0.4328764517,81,"MSigDB","Human","","FAN_EMBRYONIC_CTX_OLIG",509
"11","Epithelial cell | Lacrimal gland | Mouse | CellMarker",0.4320868723,82,"CellMarker","Mouse","Lacrimal gland","Epithelial cell",7
"11","Vein | Mouse | TISSUES",0.4310927452,83,"TISSUES","Mouse","","Vein",9
"11","HBA_retina | Human | SaVanT",0.4292964196,84,"SaVanT","Human","","HBA_retina",39
"11","Epithelial cells_FANTOM_3 | Human | xCell",0.424095495,85,"xCell","Human","","Epithelial cells_FANTOM_3",7
"11","Mesenchymal stromal cell | Bone marrow | Mouse | CellMarker",0.4236343339,86,"CellMarker","Mouse","Bone marrow","Mesenchymal stromal cell",6
"11","Mesenchymal stem cell | Bone marrow | Human | CellMarker",0.421783951,87,"CellMarker","Human","Bone marrow","Mesenchymal stem cell",11
"11","ZHONG_PFC_C4_PTGDS_POS_OPC | Human | MSigDB",0.4175787322,88,"MSigDB","Human","","ZHONG_PFC_C4_PTGDS_POS_OPC",113
"11","HBA_OlfactoryBulb | Human | SaVanT",0.4167412279,89,"SaVanT","Human","","HBA_OlfactoryBulb",45
"11","IMGN_proB_FrBC_FL | Mouse | SaVanT",0.411210204,90,"SaVanT","Mouse","","IMGN_proB_FrBC_FL",26
"11","Tregs_FANTOM_3 | Human | xCell",0.4104433228,91,"xCell","Human","","Tregs_FANTOM_3",8
"11","DURANTE_ADULT_OLFACTORY_NEUROEPITHELIUM_OLFACTORY_ENSHEATHING_GLIA | Human | MSigDB",0.4097397688,92,"MSigDB","Human","","DURANTE_ADULT_OLFACTORY_NEUROEPITHELIUM_OLFACTORY_ENSHEATHING_GLIA",84
"11","Peri-islet Schwann cells | Pancreas | Human | PanglaoDB",0.4094237044,93,"PanglaoDB","Human","Pancreas","Peri-islet Schwann cells",9
"11","Peri-islet Schwann cells | Pancreas | Mouse | PanglaoDB",0.4094237044,94,"PanglaoDB","Mouse","Pancreas","Peri-islet Schwann cells",9
"11","Monocytes_BLUEPRINT_2 | Human | xCell",0.4073969914,95,"xCell","Human","","Monocytes_BLUEPRINT_2",5
"11","HBA_Thalamus | Human | SaVanT",0.4043233968,96,"SaVanT","Human","","HBA_Thalamus",46
"11","DURANTE_ADULT_OLFACTORY_NEUROEPITHELIUM_UNSPECIFIED | Human | MSigDB",0.4042629178,97,"MSigDB","Human","","DURANTE_ADULT_OLFACTORY_NEUROEPITHELIUM_UNSPECIFIED",20
"11","HAY_BONE_MARROW_CD34_POS_MULTILIN | Human | MSigDB",0.4030344072,98,"MSigDB","Human","","HAY_BONE_MARROW_CD34_POS_MULTILIN",14
"11","MA_M_GMCSF_IL4_72h | Human | SaVanT",0.4016211466,99,"SaVanT","Human","","MA_M_GMCSF_IL4_72h",37
"11","Mesenchymal stem cell | Ligament | Human | CellMarker",0.4000559878,100,"CellMarker","Human","Ligament","Mesenchymal stem cell",12
"2","Germ layer | Human | TISSUES",0.7725418614,1,"TISSUES","Human","","Germ layer",5
"2","ZHONG_PFC_MAJOR_TYPES_EXCITATORY_NEURON | Human | MSigDB",0.7235680118,2,"MSigDB","Human","","ZHONG_PFC_MAJOR_TYPES_EXCITATORY_NEURON",5
"2","Alpha cell | Pancreas | Human | CellMarker",0.6893690678,3,"CellMarker","Human","Pancreas","Alpha cell",7
"2","HAY_BONE_MARROW_CD34_POS_LYMPHOID_UNK | Human | MSigDB",0.6754295916,4,"MSigDB","Human","","HAY_BONE_MARROW_CD34_POS_LYMPHOID_UNK",5
"2","CD8+ Tem_NOVERSHTERN_3 | Human | xCell",0.6478766241,5,"xCell","Human","","CD8+ Tem_NOVERSHTERN_3",6
"2","cerebral_cortex | SaVanT",0.6399994798,6,"SaVanT","","","cerebral_cortex",50
"2","Rheaume et al.Nat Commun.31 | Retina | Mouse | CellMarker",0.6169669358,7,"CellMarker","Mouse","Retina","Rheaume et al.Nat Commun.31",9
"2","Enterocyte | Intestinal crypt | Mouse | CellMarker",0.6155305426,8,"CellMarker","Mouse","Intestinal crypt","Enterocyte",5
"2","Lens | Mouse | TISSUES",0.6104299453,9,"TISSUES","Mouse","","Lens",9
"2","cerebral_cortex_prefrontal | SaVanT",0.5961838337,10,"SaVanT","","","cerebral_cortex_prefrontal",50
"2","Pyramidal cell | Human | CellMarker",0.59371188,11,"CellMarker","Human","","Pyramidal cell",8
"2","CD4+ T-cells_FANTOM_2 | Human | xCell",0.593597919,12,"xCell","Human","","CD4+ T-cells_FANTOM_2",6
"2","Glutaminergic neurons | Brain | Human | PanglaoDB",0.5784434999,13,"PanglaoDB","Human","Brain","Glutaminergic neurons",9
"2","Glutaminergic neurons | Brain | Mouse | PanglaoDB",0.5784434999,14,"PanglaoDB","Mouse","Brain","Glutaminergic neurons",9
"2","ZHONG_PFC_C5_BCL11B_CALB2_POS_INP | Human | MSigDB",0.5723711738,15,"MSigDB","Human","","ZHONG_PFC_C5_BCL11B_CALB2_POS_INP",14
"2","DURANTE_ADULT_OLFACTORY_NEUROEPITHELIUM_RESPIRATORY_SECRETORY_CELLS | Human | MSigDB",0.572219883,16,"MSigDB","Human","","DURANTE_ADULT_OLFACTORY_NEUROEPITHELIUM_RESPIRATORY_SECRETORY_CELLS",8
"2","MSC_FANTOM_3 | Human | xCell",0.5673108865,17,"xCell","Human","","MSC_FANTOM_3",7
"2","Neuron | Mouse | CellMarker",0.5662873684,18,"CellMarker","Mouse","","Neuron",8
"2","CD4+ naive T-cells_NOVERSHTERN_2 | Human | xCell",0.5612956164,19,"xCell","Human","","CD4+ naive T-cells_NOVERSHTERN_2",7
"2","FAN_EMBRYONIC_CTX_BIG_GROUPS_EXCITATORY_NEURON | Human | MSigDB",0.5526887496,20,"MSigDB","Human","","FAN_EMBRYONIC_CTX_BIG_GROUPS_EXCITATORY_NEURON",36
"2","Neurons_ENCODE_1 | Human | xCell",0.5421636247,21,"xCell","Human","","Neurons_ENCODE_1",7
"2","Myeloid conventional dendritic cell | Bone marrow | Human | CellMarker",0.534043622,22,"CellMarker","Human","Bone marrow","Myeloid conventional dendritic cell",5
"2","DURANTE_ADULT_OLFACTORY_NEUROEPITHELIUM_UNSPECIFIED | Human | MSigDB",0.5324791805,23,"MSigDB","Human","","DURANTE_ADULT_OLFACTORY_NEUROEPITHELIUM_UNSPECIFIED",20
"2","Class-switched memory B-cells_BLUEPRINT_2 | Human | xCell",0.532381857,24,"xCell","Human","","Class-switched memory B-cells_BLUEPRINT_2",16
"2","CD8+ Tem_NOVERSHTERN_2 | Human | xCell",0.5297013551,25,"xCell","Human","","CD8+ Tem_NOVERSHTERN_2",5
"2","CD8+ Tem_NOVERSHTERN_1 | Human | xCell",0.5255539245,26,"xCell","Human","","CD8+ Tem_NOVERSHTERN_1",8
"2","Lens epithelium | Human | TISSUES",0.5234584733,27,"TISSUES","Human","","Lens epithelium",10
